"2022-06-03","Consulta","Web"
"2022-06-03","Consulta","GUI"
"2022-06-03","Consulta","CLI"
"2022-06-03","Consulta","Web"
"2022-06-03","Consulta","GUI"
"2022-06-03","Consulta","CLI"
